Country,Year,Status,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,polio(deaths/1000),Total expenditure,Diphtheria (deaths/1000), HIV/AIDS(impact),GDP,Population, thinness  10-19 years, thinness 5-9 years,Income composition of resources,Schooling,COVID ,Life expectancy ,,,,
Mexico,2019,Developing,183,28,5.40,1912.30,81.00,1,66.30,32,84,6.20,83.00,0.1,9499.13,128400072,1.40,1.40,0.77,13.70,1.00,75.07,,,,
Mexico,2018,Developing,168,29,5.41,1809.30,83.00,15,65.60,32,85,6.15,85.00,0.1,9410.13,127546861,1.50,1.40,0.77,13.70,1.00,74.98,,,,
Mexico,2017,Developing,173,29,5.37,1706.30,81.00,4,64.90,33,86,6.25,86.00,0.1,9321.13,127605917,1.50,1.40,0.76,13.50,1.00,74.97,,,,
Mexico,2016,Developing,164,30,5.34,1887.74,82.00,0,64.20,34,86,6.20,88.00,0.1,9232.13,126752706,1.50,1.50,0.76,13.40,1.00,74.96,,,,
Mexico,2015,Developing,175,30,5.30,1784.74,83.00,0,63.50,35,87,6.40,87.00,0.1,9143.13,125899495,1.50,1.50,0.76,13.30,1.00,74.96,,,,
Mexico,2014,Developing,173,31,5.27,1681.74,84.00,3,62.80,36,87,6.30,87.00,0.1,1452.28,124221611,1.60,1.50,0.75,13.10,2.00,74.95,,,,
Mexico,2013,Developing,162,32,5.23,1504.09,82.00,0,62.10,37,83,6.30,83.00,0.1,1298.87,122535969,1.60,1.50,0.75,12.90,1.00,74.94,,,,
Mexico,2012,Developing,158,33,5.29,1126.96,99.00,0,61.50,38,99,6.21,99.00,0.1,9825.33,128283701,1.60,1.50,0.75,12.70,2.00,74.99,,,,
Mexico,2011,Developing,149,34,5.30,1117.20,98.00,3,60.80,39,97,6.40,97.00,0.1,9834.47,119917121,1.60,1.60,0.75,12.60,2.00,75.04,,,,
Mexico,2010,Developing,138,35,5.21,1033.04,93.00,0,60.10,40,95,6.39,95.00,0.1,8959.58,117318941,1.60,1.60,0.74,12.50,1.00,75.08,,,,
Mexico,2009,Developing,130,36,5.27,881.74,95.00,0,59.40,42,95,6.60,95.00,0.1,7748.12,115552281,1.70,1.60,0.74,12.50,0.00,75.13,,,,
Mexico,2008,Developing,127,37,5.36,1598.77,97.00,0,58.70,43,96,6.60,96.00,0.1,9689.53,113661895,1.70,1.60,0.74,12.30,1.00,75.18,,,,
Mexico,2007,Developing,123,38,5.35,1057.48,98.00,0,57.90,45,98,5.92,98.00,0.1,9333.42,111836346,1.70,1.70,0.73,12.30,0.00,75.17,,,,
Mexico,2006,Developing,125,40,5.11,980.25,98.00,23,57.20,47,98,5.83,98.00,0.1,8767.92,119237812,1.80,1.70,0.72,12.20,1.00,75.15,,,,
Mexico,2005,Developing,126,42,4.93,998.35,98.00,6,56.40,49,98,6.40,98.00,0.1,7986.80,184722281,1.80,1.70,0.72,12.20,2.00,75.14,,,,
Mexico,2004,Developing,124,44,4.90,920.83,98.00,64,55.70,52,98,6.11,98.00,0.1,7199.60,169955835,1.80,1.80,0.71,12.10,1.00,75.12,,,,
Mexico,2003,Developing,127,46,4.88,781.21,98.00,44,54.90,55,98,6.20,98.00,0.1,6752.00,156445331,1.90,1.80,0.71,11.90,0.00,75.11,,,,
Mexico,2002,Developing,127,49,4.77,128.60,97.00,0,54.10,58,98,5.52,97.00,0.1,7168.21,143556812,1.90,1.80,0.70,11.60,2.00,74.76,,,,
Mexico,2001,Developing,126,52,4.86,133.11,97.00,3,53.20,62,97,5.35,97.00,0.1,7313.79,136768261,1.90,1.90,0.70,11.60,1.00,74.40,,,,
Mexico,2000,Developing,129,55,4.99,102.28,97.00,30,52.40,66,97,4.98,97.00,0.1,6729.21,117196731,2.00,1.90,0.69,11.40,0.00,74.05,,,,
Ukraine,2019,Developing,263,5,9.02,389.50,26.00,413,63.10,3,42,7.10,23.00,0.2,3651.20,44328106,2.10,2.40,0.74,15.10,112.20,70.75,,,,
Ukraine,2018,Developing,251,3,8.90,321.20,28.00,102,63.40,4,44,7.02,28.00,0.2,3738.91,44452642,2.20,2.30,0.75,15.30,76.50,71.21,,,,
Ukraine,2019,Developing,184,3,8.81,453.78,30.00,13,64.00,4,46,7.25,27.00,0.1,3841.21,44576895,2.20,2.20,0.76,15.50,1.00,71.96,,,,
Ukraine,2018,Developing,183,4,8.66,415.16,29.00,65,63.40,4,48,7.22,30.00,0.1,3354.58,44123001,2.20,2.30,0.75,15.40,1.00,71.82,,,,
Ukraine,2017,Developing,187,4,8.51,375.68,27.00,12,62.50,4,54,7.19,35.00,0.2,2228.66,43546721,2.30,2.30,0.75,15.30,1.00,71.64,,,,
Ukraine,2016,Developing,191,4,8.36,324.55,25.00,0,61.90,5,50,7.16,42.00,0.2,3250.58,43267877,2.30,2.30,0.75,15.40,1.00,71.46,,,,
Ukraine,2015,Developing,195,4,8.21,456.46,22.00,105,61.30,5,51,7.13,23.00,0.2,2124.66,44471515,2.30,2.40,0.75,15.30,2.00,71.27,,,,
Ukraine,2014,Developing,198,4,8.06,566.38,22.00,0,60.70,5,45,7.10,23.00,0.2,3146.58,44374516,2.30,2.40,0.75,15.20,1.00,71.09,,,,
Ukraine,2013,Developing,292,4,8.44,524.25,46.00,0,60.10,5,72,7.67,76.00,0.2,3429.72,43781295,2.30,2.40,0.74,15.20,2.00,70.91,,,,
Ukraine,2012,Developing,225,5,8.44,453.78,46.00,12746,59.60,5,72,7.47,76.00,0.2,3855.42,42348225,2.40,2.40,0.74,15.10,1.00,70.31,,,,
Ukraine,2011,Developing,224,5,8.48,415.16,21.00,1333,59.00,5,54,6.98,51.00,0.2,3569.76,41683865,2.40,2.50,0.73,14.90,2.00,69.70,,,,
Ukraine,2010,Developing,212,5,8.39,375.68,48.00,39,58.50,6,57,7.81,52.00,0.2,2965.14,43645877,2.40,2.50,0.73,14.90,1.00,69.10,,,,
Ukraine,2009,Developing,231,5,8.71,324.55,66.00,0,58.00,6,74,7.80,71.00,0.3,2545.48,43546533,2.50,2.60,0.73,14.90,1.00,68.49,,,,
Ukraine,2008,Developing,273,5,9.46,456.46,84.00,48,57.60,6,91,6.63,91.00,0.4,3891.38,43462582,2.50,2.60,0.73,14.90,0.00,67.89,,,,
Ukraine,2007,Developing,277,5,8.86,46.20,92.00,1005,57.20,6,98,6.36,98.00,0.7,3686.90,43465935,2.50,2.70,0.72,14.80,1.00,67.80,,,,
Ukraine,2006,Developing,267,5,7.99,29.38,96.00,42724,56.80,6,99,6.39,98.00,0.8,2331.88,43267877,2.60,2.70,0.72,14.70,0.00,67.72,,,,
Ukraine,2005,Developing,278,5,7.31,217.43,97.00,2392,56.40,6,95,6.41,96.00,0.9,1828.72,42471515,2.70,2.80,0.71,14.50,1.00,67.63,,,,
Ukraine,2004,Developing,267,5,6.79,180.35,98.00,146,56.10,6,99,6.61,99.00,1,1367.35,41374516,2.70,2.80,0.70,14.60,0.00,67.55,,,,
Ukraine,2003,Developing,256,6,5.92,21.22,77.00,411,55.70,6,99,6.93,97.00,0.9,948.52,41781295,2.80,2.90,0.69,14.30,1.00,67.46,,,,
Ukraine,2002,Developing,256,6,4.89,115.74,48.00,7587,55.40,7,99,6.25,99.00,0.9,879.48,40348225,2.90,3.00,0.68,13.90,1.00,67.44,,,,
Ukraine,2001,Developing,253,6,4.31,8.90,57.00,16970,55.10,7,99,5.66,99.00,0.8,787.38,40683865,2.90,3.00,0.67,13.20,2.00,67.42,,,,
Ukraine,2000,Developing,257,6,4.49,7.88,44.00,817,54.80,8,99,5.59,99.00,0.7,635.79,39175848,3.00,3.10,0.67,13.30,0.00,67.39,,,,
Peru,2021,Developing,165,9,5.56,1282.30,86.00,3,59.10,10,75,5.70,82.00,0.1,6120.50,32359689,1.20,1.20,0.74,13.10,201.50,74.63,,,,
Peru,2020,Developing,153,9,5.52,1203.50,87.00,2,59.60,10,76,5.75,83.00,0.1,6321.20,32373942,1.00,1.10,0.74,13.50,165.30,75.30,,,,
Peru,2019,Developing,144,7,5.49,1101.20,88.00,1,60.40,9,77,5.92,84.00,0.1,6754.33,32516478,1.00,1.00,0.75,13.70,1.00,76.73,,,,
Peru,2018,Developing,120,7,5.48,1146.57,88.00,0,59.20,9,78,5.83,86.00,0.1,6722.38,32145671,1.00,1.00,0.75,13.50,1.00,76.51,,,,
Peru,2017,Developing,121,7,5.42,1103.36,89.00,2,58.00,10,75,5.74,88.00,0.1,6593.03,31854679,1.00,1.00,0.74,13.60,2.00,76.28,,,,
Peru,2016,Developing,122,8,5.41,1060.15,89.00,6,56.80,10,89,5.65,87.00,0.1,6463.68,31623491,1.10,1.00,0.74,13.50,1.00,76.04,,,,
Peru,2015,Developing,123,8,5.40,1016.94,89.00,4,55.60,10,88,5.56,89.00,0.1,6334.33,31376671,1.10,1.10,0.74,13.40,0.00,75.50,,,,
Peru,2014,Developing,125,8,5.39,973.73,88.00,0,54.90,10,78,5.47,88.00,0.1,6491.52,31733540,1.10,1.10,0.74,13.40,1.00,75.30,,,,
Peru,2013,Developing,125,8,5.38,946.65,88.00,0,54.20,11,71,5.23,88.00,0.1,6583.12,31657164,1.10,1.10,0.73,13.40,0.00,75.30,,,,
Peru,2012,Developing,129,9,5.14,885.99,95.00,0,53.60,11,94,5.18,95.00,0.1,6387.79,31589661,1.10,1.10,0.73,13.40,1.00,74.90,,,,
Peru,2011,Developing,133,9,4.83,759.54,91.00,0,52.90,12,91,4.93,91.00,0.2,5771.57,29759989,1.10,1.10,0.72,13.40,2.00,74.50,,,,
Peru,2010,Developing,134,10,4.72,69.44,93.00,0,52.20,12,92,5.30,93.00,0.2,5224.93,29373646,1.10,1.10,0.71,13.30,0.00,73.70,,,,
Peru,2009,Developing,134,10,4.69,570.45,93.00,0,51.50,13,92,5.36,93.00,0.3,4166.93,29157124,1.20,1.20,0.71,13.30,1.00,73.80,,,,
Peru,2008,Developing,138,11,4.85,58.50,93.00,1,50.80,14,93,4.73,93.00,0.3,4288.78,28641981,1.20,1.20,0.70,13.20,0.00,73.90,,,,
Peru,2007,Developing,133,11,4.29,516.40,93.00,0,50.20,15,93,4.60,93.00,0.3,3611.21,28292724,1.20,1.20,0.70,13.20,1.00,74.00,,,,
Peru,2006,Developing,134,12,4.22,448.77,94.00,0,49.50,15,94,4.47,94.00,0.4,3171.50,27949944,1.20,1.20,0.69,13.00,1.00,74.20,,,,
Peru,2005,Developing,148,13,4.44,411.56,94.00,0,48.80,16,66,4.72,77.00,0.4,2754.78,27614142,1.30,1.30,0.69,13.00,1.00,72.80,,,,
Peru,2004,Developing,151,14,4.27,356.94,92.00,0,48.10,18,81,4.56,86.00,0.4,2448.14,27273194,1.30,1.30,0.69,12.80,1.00,72.20,,,,
Peru,2003,Developing,152,15,4.50,34.70,65.00,0,47.40,19,95,4.60,94.00,0.4,2182.60,26937738,1.30,1.30,0.69,13.30,3.00,72.10,,,,
Peru,2002,Developing,144,16,4.03,40.54,999.00,0,46.70,20,95,4.94,95.00,0.4,2591.93,26614674,1.40,1.40,0.69,13.90,1.00,72.60,,,,
Peru,2001,Developing,142,17,4.22,302.54,999.00,0,46.10,22,94,4.98,9.00,0.5,1981.24,26261363,1.40,1.40,0.68,13.40,1.00,72.40,,,,
Peru,2000,Developing,154,18,4.59,297.51,999.00,1,45.40,24,93,4.83,98.00,0.5,1996.72,25914879,1.40,1.40,0.67,13.50,1.00,71.40,,,,
Indonesia,2021,Developing,185,106,1.00,280.00,69.00,17521,29.20,135,89,2.96,71.00,0.2,3215.50,278355622,1.20,1.40,0.68,12.80,17.67,71.53,,,,
Indonesia,2020,Developing,176,102,0.09,275.50,70.00,16234,29.60,131,90,2.98,72.00,0.2,3321.50,278498195,1.15,1.20,0.69,13.10,11.26,71.55,,,,
Indonesia,2019,Developing,170,101,0.08,245.07,71.00,14523,30.60,129,91,3.05,73.00,0.2,3542.17,278623541,1.13,1.30,0.70,13.20,1.00,71.59,,,,
Indonesia,2018,Developing,170,103,0.09,236.07,70.00,15369,29.80,131,90,3.01,75.00,0.3,3697.60,268451325,1.30,1.20,0.70,13.10,1.00,71.41,,,,
Indonesia,2017,Developing,172,106,0.09,227.07,72.00,19456,29.00,132,89,2.97,74.00,0.3,3439.17,263547912,1.40,1.30,0.69,13.00,1.00,71.13,,,,
Indonesia,2016,Developing,174,110,0.08,218.07,75.00,20422,28.20,134,89,2.93,76.00,0.3,3594.60,261547923,1.40,1.20,0.69,13.00,2.00,70.85,,,,
Indonesia,2015,Developing,176,114,0.08,209.07,78.00,15853,27.40,136,88,2.89,78.00,0.3,3336.17,258162113,1.40,1.20,0.69,12.90,1.00,69.10,,,,
Indonesia,2014,Developing,179,119,0.09,200.07,78.00,12943,26.50,142,88,2.85,78.00,0.3,3491.60,255131116,1.40,1.20,0.68,12.90,1.00,68.90,,,,
Indonesia,2013,Developing,181,124,0.09,228.48,85.00,8419,25.60,148,86,2.93,85.00,0.3,3692.66,252322633,1.50,1.30,0.68,12.90,2.00,68.70,,,,
Indonesia,2012,Developing,183,129,0.08,254.47,83.00,15489,24.70,154,84,2.90,83.00,0.3,3687.95,248883232,1.50,1.40,0.67,12.60,1.00,68.50,,,,
Indonesia,2011,Developing,185,134,0.08,211.88,81.00,21893,23.80,161,81,2.71,81.00,0.3,3634.28,245775114,1.60,1.50,0.66,12.30,1.00,68.30,,,,
Indonesia,2010,Developing,187,138,0.08,190.55,83.00,18869,22.90,167,82,2.74,81.00,0.3,3113.49,242524123,1.60,1.50,0.66,12.10,2.00,68.10,,,,
Indonesia,2009,Developing,189,143,0.08,125.80,82.00,20818,22.10,174,85,2.83,78.00,0.3,2254.45,239344785,1.70,1.60,0.65,11.70,1.00,67.90,,,,
Indonesia,2008,Developing,189,149,0.07,102.63,82.00,15369,21.30,181,83,2.81,77.00,0.2,2216.53,236159276,1.70,1.70,0.64,11.70,2.00,67.70,,,,
Indonesia,2007,Developing,192,154,0.06,102.63,76.00,19456,20.50,188,77,3.10,73.00,0.2,1855.94,232989141,1.80,1.70,0.64,11.00,0.00,67.50,,,,
Indonesia,2006,Developing,191,159,0.06,72.02,66.00,20422,19.70,194,78,2.91,72.00,0.1,1586.25,229838223,1.80,1.80,0.63,10.90,0.00,67.30,,,,
Indonesia,2005,Developing,190,163,0.06,5.38,65.00,15853,19.00,201,79,2.79,72.00,0.1,1226.93,226712731,1.90,1.90,0.63,11.10,1.00,67.20,,,,
Indonesia,2004,Developing,213,174,0.06,55.36,64.00,29171,18.20,237,79,2.37,71.00,0.1,1148.57,223614649,1.90,1.90,0.62,11.00,1.00,65.30,,,,
Indonesia,2003,Developing,189,173,0.05,8.46,64.00,24457,17.50,215,78,2.53,71.00,0.1,1164.59,225452143,1.90,1.10,0.61,10.80,1.00,66.90,,,,
Indonesia,2002,Developing,189,177,0.05,43.18,63.00,14492,16.70,222,78,2.27,70.00,0.1,899.56,217585945,1.10,1.11,0.61,10.60,2.00,66.70,,,,
Indonesia,2001,Developing,188,182,0.06,33.96,62.00,3825,16.00,229,77,2.23,76.00,0.1,747.98,214565231,1.10,1.10,0.60,10.60,1.00,66.50,,,,
Indonesia,2000,Developing,188,187,0.06,3.43,65.00,3344,15.40,237,72,1.98,75.00,0.1,778.93,211544291,1.10,1.12,0.60,10.70,1.00,66.30,,,,
czech republic,2021,Developed,110,1,12.18,1610.00,94.00,13,67.10,7,96,7.56,95.00,0.1,23105.50,10675580,1.50,1.50,0.87,15.70,279.50,77.61,,,,
czech republic,2020,Developed,103,1,12.10,1589.00,95.00,10,67.40,9,96,7.54,95.00,0.1,23615.50,10685825,1.50,1.60,0.88,15.90,110.50,78.50,,,,
czech republic,2019,Developed,92,1,12.08,1532.00,95.00,5,67.70,8,95,7.56,95.00,0.1,23945.00,10708981,1.60,1.60,0.89,16.10,1.00,79.12,,,,
czech republic,2018,Developed,93,2,12.20,1476.00,96.00,10,67.30,9,96,7.53,96.00,0.1,23416.00,10689213,1.70,1.70,0.89,15.90,1.00,79.05,,,,
czech republic,2017,Developed,96,3,12.32,1322.00,96.00,32,66.90,10,96,7.50,96.00,0.1,20636.00,10665424,1.70,1.70,0.89,15.70,1.00,78.97,,,,
czech republic,2016,Developed,97,6,12.44,1284.00,97.00,3,66.50,13,97,7.47,97.00,0.1,18757.00,10641253,1.80,1.80,0.88,15.50,1.00,79.02,,,,
czech republic,2015,Developed,99,5,12.56,1513.00,97.00,9,66.10,16,97,7.44,97.00,0.1,17830.00,10621453,1.80,1.80,0.86,15.40,1.00,78.80,,,,
czech republic,2014,Developed,98,9,12.68,1555.00,99.00,222,65.60,15,99,7.41,97.00,0.1,19891.00,10618542,1.80,1.90,0.85,15.20,1.00,78.60,,,,
czech republic,2013,Developed,105,10,12.45,1387.00,99.00,15,65.10,19,99,7.49,98.00,0.1,20133.00,10612451,1.80,1.90,0.86,15.30,1.00,78.20,,,,
czech republic,2012,Developed,103,15,12.71,1517.00,99.00,22,64.50,18,99,7.55,99.00,0.1,19871.00,10601243,1.80,1.90,0.86,15.20,1.00,78.00,,,,
czech republic,2011,Developed,100,17,12.43,1374.00,99.00,17,64.00,23,99,7.50,99.00,0.1,21871.00,10562345,1.90,1.90,0.85,14.80,1.00,77.80,,,,
czech republic,2010,Developed,101,18,12.69,1442.00,99.00,0,63.60,21,99,7.43,99.00,0.1,19906.00,10552436,1.90,2.00,0.84,14.90,1.00,77.50,,,,
czech republic,2009,Developed,102,19,13.23,1449.00,99.00,5,63.10,29,99,7.85,99.00,0.1,19862.00,10542364,1.90,2.00,0.84,14.60,1.00,77.10,,,,
czech republic,2008,Developed,106,20,13.25,1110.00,99.00,2,62.60,30,99,6.82,99.00,0.1,22805.00,10536518,1.90,2.00,0.84,14.30,1.00,77.00,,,,
czech republic,2007,Developed,107,21,13.43,942.00,99.00,2,62.20,35,99,6.52,99.00,0.1,16467.00,10305462,2.00,2.10,0.83,14.00,1.00,76.80,,,,
czech republic,2006,Developed,109,23,13.03,853.00,98.00,7,61.80,36,98,6.69,98.00,0.1,15252.00,10289373,2.00,2.10,0.83,13.90,1.00,76.50,,,,
czech republic,2005,Developed,114,24,13.19,746.00,99.00,0,61.30,52,96,6.93,97.00,0.1,13431.00,10274689,2.10,2.10,0.83,13.70,1.00,75.90,,,,
czech republic,2004,Developed,116,25,13.24,641.00,98.00,17,6.80,47,96,6.90,98.00,0.1,11750.00,10278568,2.10,2.20,0.82,13.50,1.00,75.80,,,,
czech republic,2003,Developed,122,24,13.01,498.00,92.00,30,6.40,49,97,7.13,97.00,0.1,9819.00,10265431,2.20,2.20,0.81,13.20,1.00,75.20,,,,
czech republic,2002,Developed,122,26,13.47,389.00,86.00,4,59.90,48,97,6.80,98.00,0.1,8061.00,10254163,2.20,2.30,0.81,12.80,1.00,75.30,,,,
czech republic,2001,Developed,123,21,13.36,343.00,85.00,6,59.40,51,97,6.42,98.00,0.1,7512.00,10245136,2.20,2.30,0.80,12.60,0.00,75.10,,,,
czech republic,2000,Developed,126,23,13.22,320.00,84.00,9,59.00,53,98,6.31,98.00,0.1,7210.00,10231425,2.30,2.30,0.79,12.30,1.00,74.70,,,,
czech republic,2021,Developing,389,41,7.34,1389.30,69.00,32,52.50,49,70,9.11,70.00,3.6,5521.30,58528932,4.20,4.70,0.66,12.60,94.14,61.77,,,,
South Africa,2020,Developing,379,42,7.33,1341.20,70.00,54,52.85,50,71,9.18,71.00,3.4,5614.20,58530175,4.10,4.60,0.68,13.10,32.50,61.25,,,,
South Africa,2019,Developing,372,40,7.23,1237.05,71.00,46,53.01,51,72,9.23,72.00,3.3,5769.77,58654712,4.00,4.70,0.69,13.30,1.00,63.87,,,,
South Africa,2018,Developing,321,41,7.26,1174.05,72.00,45,52.90,52,72,9.18,72.00,3.5,6479.63,57683798,4.10,4.80,0.68,13.30,1.00,63.62,,,,
South Africa,2017,Developing,326,41,7.29,1111.05,72.00,49,52.30,53,73,9.15,73.00,3.4,6876.95,56829119,4.00,4.90,0.68,13.20,1.00,63.09,,,,
South Africa,2016,Developing,307,42,7.32,1048.05,73.00,51,51.70,51,74,9.10,74.00,3.5,7548.16,55974440,4.20,5.10,0.67,13.00,2.00,62.55,,,,
South Africa,2015,Developing,328,42,7.35,985.05,75.00,65,51.10,52,75,8.95,75.00,3.6,5769.77,55119761,4.40,5.30,0.67,13.00,1.00,62.02,,,,
South Africa,2014,Developing,347,42,7.38,922.05,78.00,66,50.30,52,77,8.80,77.00,3.7,6479.63,54146734,4.90,5.90,0.66,13.00,2.00,61.48,,,,
South Africa,2013,Developing,371,43,7.34,978.59,76.00,25,49.50,54,73,8.78,73.00,4.5,6876.95,53311955,5.40,6.50,0.65,12.80,2.00,60.95,,,,
South Africa,2012,Developing,384,43,7.38,1089.95,68.00,32,48.70,56,65,8.79,65.00,7.6,7548.16,52565152,6.00,7.30,0.64,12.80,1.00,59.70,,,,
South Africa,2011,Developing,413,43,7.38,1237.53,76.00,92,47.90,58,69,8.61,69.00,8.5,7849.95,54729345,6.60,8.00,0.64,12.80,2.00,58.45,,,,
South Africa,2010,Developing,428,43,7.28,1038.89,71.00,12499,47.20,62,72,8.50,72.00,11,7362.76,53794321,7.30,8.90,0.63,12.80,1.00,57.20,,,,
South Africa,2009,Developing,449,46,7.60,782.60,74.00,5857,46.40,70,75,8.39,76.00,19,5888.63,52558131,8.10,9.80,0.62,12.80,2.00,55.95,,,,
South Africa,2008,Developing,473,50,8.19,780.03,76.00,39,45.70,75,77,7.75,79.00,23.5,5786.60,49557573,8.90,1.70,0.62,12.90,1.00,54.70,,,,
South Africa,2007,Developing,486,51,8.48,805.49,83.00,31,45.00,79,79,7.53,82.00,26.4,6125.40,48883844,9.70,11.70,0.61,12.90,2.00,54.54,,,,
South Africa,2006,Developing,496,54,8.50,732.13,83.00,81,44.30,82,79,7.57,82.00,28.1,5631.73,48233841,1.60,12.80,0.61,12.90,4.00,54.38,,,,
South Africa,2005,Developing,498,55,8.69,709.32,79.00,615,43.60,84,75,7.77,79.00,29.5,5414.63,47666724,11.60,13.90,0.61,12.90,1.00,54.22,,,,
South Africa,2004,Developing,497,55,6.96,622.04,76.00,830,42.90,83,73,7.93,74.00,29.7,4863.52,47179912,12.60,15.00,0.61,12.90,2.00,54.06,,,,
South Africa,2003,Developing,485,55,6.93,519.16,71.00,244,42.20,82,72,8.26,69.00,28.9,3775.68,46418193,13.50,16.10,0.61,12.90,3.00,53.90,,,,
South Africa,2002,Developing,459,54,7.04,346.53,72.00,1043,41.60,79,72,8.90,7.00,26.6,2518.40,45855482,14.50,17.10,0.62,12.90,1.00,54.91,,,,
South Africa,2001,Developing,429,52,7.38,365.26,72.00,1166,40.90,76,71,8.31,71.00,24,2681.78,45312937,15.40,18.10,0.63,13.00,0.00,55.93,,,,
South Africa,2000,Developing,397,51,7.30,345.96,73.00,1459,40.10,73,71,8.70,73.00,21.3,2337.23,44896856,16.30,19.10,0.64,13.00,1.00,56.94,,,,
Netherlands,2021,Developed,70,2,8.60,1689.30,91.00,43,63.20,1,95,13.50,93.00,0.1,52103.50,17251243,0.90,0.70,0.92,18.20,112.30,80.85,,,,
Netherlands,2020,Developed,68,1,8.51,1657.50,91.00,62,63.50,1,95,12.90,92.00,0.1,51249.60,17264536,1.00,0.80,0.92,18.30,95.60,81.50,,,,
Netherlands,2019,Developed,54,1,8.38,1566.77,92.00,32,63.70,1,94,12.70,94.00,0.1,52331.32,17399675,1.00,0.80,0.93,18.50,1.00,82.20,,,,
Netherlands,2018,Developed,54,1,8.43,1551.76,92.00,51,63.30,1,94,12.60,94.00,0.1,53399.47,17279329,1.00,0.80,0.93,18.40,1.00,82.06,,,,
Netherlands,2017,Developed,55,1,8.48,1536.74,93.00,32,62.90,1,94,12.40,94.00,0.1,44913.88,17154793,1.00,0.90,0.92,18.20,1.00,81.91,,,,
Netherlands,2016,Developed,56,1,8.53,1521.73,92.00,31,62.50,1,95,12.30,95.00,0.1,52778.47,17052358,1.00,0.90,0.92,18.00,1.00,81.76,,,,
Netherlands,2015,Developed,57,1,8.58,1506.72,91.00,7,62.10,1,95,12.10,95.00,0.1,44292.88,16939923,1.00,0.90,0.92,18.10,1.00,81.61,,,,
Netherlands,2014,Developed,58,1,8.63,1491.70,92.00,140,61.60,1,96,11.90,96.00,0.1,52157.47,16865812,1.00,0.90,0.92,18.10,1.00,81.46,,,,
Netherlands,2013,Developed,60,1,8.68,1475.03,91.00,2632,61.00,1,97,11.40,97.00,0.1,51574.49,16844323,1.00,0.90,0.92,18.10,1.00,81.31,,,,
Netherlands,2012,Developed,62,1,9.05,1162.66,89.00,10,6.50,1,97,11.10,97.00,0.1,49474.76,16754962,1.00,0.90,0.92,18.10,1.00,81.08,,,,
Netherlands,2011,Developed,63,1,8.96,10471.37,91.00,51,59.90,1,97,10.53,97.00,0.1,53546.54,16693741,1.00,0.90,0.91,17.20,0.00,80.86,,,,
Netherlands,2010,Developed,64,1,9.33,10356.21,90.00,15,59.30,1,97,10.48,97.00,0.1,53382.55,16615394,1.00,0.90,0.91,17.00,1.00,80.63,,,,
Netherlands,2009,Developed,65,1,9.23,9685.86,89.00,15,58.60,1,97,10.29,97.00,0.1,51934.90,16533881,1.00,0.90,0.91,16.90,1.00,80.41,,,,
Netherlands,2008,Developed,68,1,9.62,10873.41,90.00,109,57.90,1,97,9.57,97.00,0.1,56928.82,16445593,1.00,0.90,0.91,16.80,2.00,80.18,,,,
Netherlands,2007,Developed,68,1,9.53,9689.73,91.00,10,57.30,1,97,9.36,97.00,0.1,51241.32,16381696,1.00,1.00,0.90,16.60,2.00,79.88,,,,
Netherlands,2006,Developed,71,1,9.79,8344.01,90.00,1,56.50,1,96,9.36,96.00,0.1,44453.97,16346111,1.00,1.00,0.89,16.50,0.00,79.58,,,,
Netherlands,2005,Developed,72,1,9.69,6577.51,89.00,4,55.80,1,96,9.60,96.00,0.1,41577.17,16319868,1.00,1.00,0.89,16.40,1.00,79.27,,,,
Netherlands,2004,Developed,77,1,9.56,5170.13,87.00,11,55.00,1,98,8.52,98.00,0.1,39954.64,16281779,1.00,1.00,0.89,16.50,0.00,78.97,,,,
Netherlands,2003,Developed,80,1,9.56,4472.61,85.00,4,54.20,1,98,8.46,98.00,0.1,35245.16,16225321,1.10,1.00,0.88,16.50,1.00,78.67,,,,
Netherlands,2002,Developed,81,1,9.68,3455.20,83.00,3,53.40,1,97,8.34,97.00,0.1,28817.32,16148929,1.10,1.00,0.88,16.90,1.00,78.50,,,,
Netherlands,2001,Developed,82,1,9.95,3054.52,82.00,0,52.60,1,97,7.79,97.00,0.1,26584.12,16046181,1.10,1.10,0.88,16.70,2.00,78.34,,,,
Netherlands,2000,Developed,84,1,10.06,2944.64,81.00,1019,51.80,1,97,7.42,97.00,0.1,25921.13,15925513,1.10,1.10,0.87,16.50,1.00,78.17,,,,
Canada,2021,Developing,98,1,8.50,11065.40,59.00,73,67.40,2,93,12.15,91.00,0.1,58210.30,37124531,0.30,0.30,0.92,16.10,66.13,81.36,,,,
Canada,2020,Developing,92,2,8.70,11003.50,53.00,65,67.80,2,91,12.96,92.00,0.1,58321.50,37202435,0.40,0.30,0.92,16.30,32.50,81.50,,,,
Canada,2019,Developing,90,2,8.60,10664.02,52.00,51,68.20,2,92,12.75,91.00,0.1,59264.30,37411047,0.40,0.40,0.93,16.50,1.00,82.37,,,,
Canada,2018,Developing,84,2,8.50,10575.02,59.00,99,67.90,2,92,12.69,93.00,0.1,54821.38,37047512,0.40,0.40,0.93,16.40,1.00,82.22,,,,
Canada,2017,Developing,70,2,8.40,10486.02,57.00,14,67.60,2,91,12.63,92.00,0.1,43504.74,36732145,0.40,0.40,0.93,16.40,1.00,82.13,,,,
